"","X","Date","District","Meantemp","Totalrain","sumAOI","meanAOI","meanADI","Number.of.Sites","Total.traps","Number.of.positive.traps","Nummosquito","Nummosquito.per.trap","Nummosquito.per.1000.traps","Period","year","month"
"326",326,2019-01-01,"New Territories East",17.46989247,5.833333333,0,0,NA,10,550,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","01"
"327",327,2019-01-01,"New Territories West",17.90733871,4.125,0,0,NA,15,825,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","01"
"328",328,2019-02-01,"Hong Kong Island & Kowloon",20.10595238,71.95,0.018,0.0005625,NA,32,1760,1,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","02"
"329",329,2019-02-01,"New Territories East",19.74166667,37.66666667,0.018,0.0018,NA,10,550,1,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","02"
"330",330,2019-02-01,"New Territories West",20.33428571,61.5,0,0,NA,15,825,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","02"
"331",331,2019-03-01,"Hong Kong Island & Kowloon",20.90967742,158.15,0.383,0.01196875,NA,32,1760,21,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","03"
"332",332,2019-03-01,"New Territories East",20.47849462,94.5,0.121,0.0121,NA,10,550,7,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","03"
"333",333,2019-03-01,"New Territories West",20.96516129,142.875,0.194,0.012933333,NA,15,825,11,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","03"
"334",334,2019-04-01,"Hong Kong Island & Kowloon",24.43444444,184.1,1.728,0.054,NA,32,1760,95,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","04"
"335",335,2019-04-01,"New Territories East",24.40888889,204.1666667,0.749,0.0749,NA,10,550,41,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","04"
"336",336,2019-04-01,"New Territories West",24.71733333,147.75,0.618,0.0412,NA,15,825,34,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","04"
"337",337,2019-05-01,"Hong Kong Island & Kowloon",25.24516129,252.525,3.173,0.09915625,NA,32,1760,175,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","05"
"338",338,2019-05-01,"New Territories East",25.13225806,187.1666667,1.363,0.1363,NA,10,550,75,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","05"
"339",339,2019-05-01,"New Territories West",25.36,254.625,1.698,0.1132,NA,15,825,93,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","05"
"340",340,2019-06-01,"Hong Kong Island & Kowloon",28.66777778,390.575,4.995,0.15609375,NA,32,1760,275,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","06"
"341",341,2019-06-01,"New Territories East",28.50547619,269.1666667,2.138,0.2138,NA,10,550,118,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","06"
"342",342,2019-06-01,"New Territories West",28.696,250.125,1.834,0.122266667,NA,15,825,101,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","06"
"343",343,2019-07-01,"Hong Kong Island & Kowloon",29.13978495,401.35,3.381,0.10565625,NA,32,1760,186,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","07"
"344",344,2019-07-01,"New Territories East",29.06666667,365.6666667,1.355,0.1355,NA,10,550,75,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","07"
"345",345,2019-07-01,"New Territories West",29.10709677,282.125,1.07,0.071333333,NA,15,825,59,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","07"
"346",346,2019-08-01,"Hong Kong Island & Kowloon",28.78186874,460.9,2.197,0.06865625,NA,32,1760,121,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","08"
"347",347,2019-08-01,"New Territories East",29.05913978,448.6666667,1.037,0.1037,NA,10,550,57,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","08"
"348",348,2019-08-01,"New Territories West",28.79443011,319.375,0.67,0.044666667,NA,15,825,37,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","08"
"349",349,2019-09-01,"Hong Kong Island & Kowloon",28.48555556,170.6,1.988,0.062125,NA,32,1760,109,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","09"
"350",350,2019-09-01,"New Territories East",28.25777778,166.3333333,0.869,0.0869,NA,10,550,48,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","09"
"351",351,2019-09-01,"New Territories West",28.058,131.875,0.815,0.054333333,NA,15,825,45,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","09"
"352",352,2019-10-01,"Hong Kong Island & Kowloon",26.17634409,186.95,0.893,0.02790625,NA,32,1760,49,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","10"
"353",353,2019-10-01,"New Territories East",25.8827957,95.83333333,0.404,0.0404,NA,10,550,22,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","10"
"354",354,2019-10-01,"New Territories West",26.09935484,71.125,0.315,0.021,NA,15,825,17,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","10"
"355",355,2019-11-01,"Hong Kong Island & Kowloon",22.60333333,0,0.409,0.01278125,NA,32,1760,22,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","11"
"356",356,2019-11-01,"New Territories East",22.07888889,0,0.138,0.0138,NA,10,550,8,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","11"
"357",357,2019-11-01,"New Territories West",22.56028986,0,0.058,0.003866667,NA,15,825,3,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","11"
"358",358,2019-12-01,"Hong Kong Island & Kowloon",18.80967742,15.625,0.017,0.00053125,NA,32,1760,1,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","12"
"359",359,2019-12-01,"New Territories East",18.34731183,7.166666667,0.008,8e-04,NA,10,550,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","12"
"360",360,2019-12-01,"New Territories West",18.82580645,9.25,0.031,0.002066667,NA,15,825,2,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2019","12"
"361",361,2020-01-01,"Hong Kong Island & Kowloon",18.40107527,15.9,0.064,0.002,NA,32,1760,4,"#VALUE!","#VALUE!",NA,"2020","2020","01"
"362",362,2020-01-01,"New Territories East",17.93870968,29.83333333,0.018,0.0018,NA,10,550,1,"#VALUE!","#VALUE!",NA,"2020","2020","01"
"363",363,2020-01-01,"New Territories West",18.41548387,28.125,0.017,0.001133333,NA,15,825,1,"#VALUE!","#VALUE!",NA,"2020","2020","01"
"364",364,2020-02-01,"Hong Kong Island & Kowloon",18.34712644,66.975,0.028,0.000875,NA,32,1760,2,"#VALUE!","#VALUE!",NA,"2020","2020","02"
"365",365,2020-02-01,"New Territories East",17.95517241,35.16666667,0,0,NA,10,550,0,"#VALUE!","#VALUE!",NA,"2020","2020","02"
"366",366,2020-02-01,"New Territories West",18.30344828,55.625,0.009,6e-04,NA,15,825,0,"#VALUE!","#VALUE!",NA,"2020","2020","02"
"367",367,2020-03-01,"Hong Kong Island & Kowloon",21.25376344,51.3,0.21,0.0065625,NA,32,1760,12,"#VALUE!","#VALUE!",NA,"2020","2020","03"
"368",368,2020-03-01,"New Territories East",20.85483871,30.16666667,0.086,0.0086,NA,10,550,5,"#VALUE!","#VALUE!",NA,"2020","2020","03"
"369",369,2020-03-01,"New Territories West",21.40903226,37.875,0.193,0.012866667,NA,15,825,11,"#VALUE!","#VALUE!",NA,"2020","2020","03"
"370",370,2020-04-01,"Hong Kong Island & Kowloon",21.65555556,62.95,1.344,0.042,1.166666667,68,3740,74,"86","0.049",49,"2020","2020","04"
"371",371,2020-04-01,"New Territories East",21.47666667,48.83333333,0.645,0.0645,1.17,24,1320,35,"42","0.075465",75,"2020","2020","04"
"372",372,2020-04-01,"New Territories West",21.57866667,66.375,0.716,0.047733333,1.08,32,1760,39,"43","0.051552",52,"2020","2020","04"
"373",373,2020-05-01,"Hong Kong Island & Kowloon",27.34731183,331.125,2.857,0.08928125,1.303125,68,3740,157,"205","0.116344629",116,"2020","2020","05"
"374",374,2020-05-01,"New Territories East",27.39569892,213.8333333,1.111,0.1111,1.27,26,1430,61,"78","0.141097",141,"2020","2020","05"
"375",375,2020-05-01,"New Territories West",27.36903226,284.375,1.765,0.117666667,1.28,34,1870,97,"124","0.150613334",151,"2020","2020","05"
"376",376,2020-06-01,"Hong Kong Island & Kowloon",29.1342735,330.75,5.923,0.174205882,1.411764706,68,3740,326,"460","0.245937716",246,"2020","2020","06"
"377",377,2020-06-01,"New Territories East",29.14444444,408,2.709,0.22575,1.625,26,1430,149,"242","0.36684375",367,"2020","2020","06"
"378",378,2020-06-01,"New Territories West",29.04466667,186.375,2.791,0.1744375,1.5375,34,1870,154,"236","0.268197656",268,"2020","2020","06"
"379",379,2020-07-01,"Hong Kong Island & Kowloon",29.86451613,123.325,2.576,0.075764706,1.218181818,68,3740,142,"173","0.092295187",92,"2020","2020","07"
"380",380,2020-07-01,"New Territories East",30.20645161,62.33333333,1.099,0.091583333,1.558333333,26,1430,60,"94","0.142717361",143,"2020","2020","07"
"381",381,2020-07-01,"New Territories West",29.70087097,76.25,0.97,0.060625,1.092857143,34,1870,53,"58","0.066254464",66,"2020","2020","07"
"382",382,2020-08-01,"Hong Kong Island & Kowloon",28.71612903,459.2,2.101,0.061794118,1.136363636,68,3740,116,"131","0.070220589",70,"2020","2020","08"
"383",383,2020-08-01,"New Territories East",28.58924731,458.6666667,0.903,0.07525,1.275,26,1430,50,"63","0.09594375",96,"2020","2020","08"
"384",384,2020-08-01,"New Territories West",28.01206452,271.125,0.807,0.0504375,1.15,34,1870,44,"51","0.058003125",58,"2020","2020","08"
"385",385,2020-09-01,"Hong Kong Island & Kowloon",28.07333333,644.5,2.24,0.065882353,1.121212121,68,3740,123,"138","0.073868093",74,"2020","2020","09"
"386",386,2020-09-01,"New Territories East",27.82333333,452.6666667,0.987,0.08225,1.216666667,26,1430,54,"66","0.100070833",100,"2020","2020","09"
"387",387,2020-09-01,"New Territories West",27.61333333,190.875,0.902,0.056375,1.10625,34,1870,50,"55","0.062364844",62,"2020","2020","09"
"388",388,2020-10-01,"Hong Kong Island & Kowloon",25.39247312,77.725,1.436,0.042235294,1.117241379,68,3740,79,"88","0.047187018",47,"2020","2020","10"
"389",389,2020-10-01,"New Territories East",25.03225806,59.33333333,0.483,0.04025,1.08,26,1430,27,"29","0.04347",43,"2020","2020","10"
"390",390,2020-10-01,"New Territories West",24.91693548,19.875,0.575,0.0359375,1.121428571,34,1870,32,"35","0.040301339",40,"2020","2020","10"
"391",391,2020-11-01,"Hong Kong Island & Kowloon",23.44777778,2.75,0.699,0.020558824,1.077777778,68,3740,38,"41","0.022157844",22,"2020","2020","11"
"392",392,2020-11-01,"New Territories East",22.95444444,2.666666667,0.201,0.01675,1,26,1430,11,"11","0.01675",17,"2020","2020","11"
"393",393,2020-11-01,"New Territories West",23.10657143,0.375,0.32,0.02,1.055555556,34,1870,18,"19","0.021111111",21,"2020","2020","11"
"394",394,2020-12-01,"Hong Kong Island & Kowloon",18.1688172,0.8,0.284,0.008352941,1.009090909,68,3740,16,"16","0.008428877",8,"2020","2020","12"
"395",395,2020-12-01,"New Territories East",17.24086022,1.5,0.089,0.007416667,1.075,26,1430,5,"5","0.007972917",8,"2020","2020","12"
"396",396,2020-12-01,"New Territories West",17.54516129,0.25,0.095,0.0059375,1,34,1870,5,"5","0.0059375",6,"2020","2020","12"
"397",397,2021-01-01,"Hong Kong Island & Kowloon",16,0,0.036951399,0.001086806,1,68,3740,2,"2","0.001086806",1,"2021","2021","01"
"398",398,2021-01-01,"New Territories East",15.31075269,0,0.019615385,0.001508876,1,26,1430,1,"1","0.001508876",2,"2021","2021","01"
"399",399,2021-01-01,"New Territories West",15.67741935,0,0,0,1,34,1870,0,"0","0",0,"2021","2021","01"
"400",400,2021-02-01,"Hong Kong Island & Kowloon",19.25952381,66.925,0.036149856,0.001063231,1,68,3740,2,"2","0.001063231",1,"2021","2021","02"
"401",401,2021-02-01,"New Territories East",18.84880952,43,0.026278406,0.002021416,1,26,1430,1,"1","0.002021416",2,"2021","2021","02"
"402",402,2021-02-01,"New Territories West",19.13428571,64.125,0.06002147,0.003530675,1,34,1870,3,"3","0.003530675",4,"2021","2021","02"
"403",403,2021-03-01,"Hong Kong Island & Kowloon",21.84623656,7.325,0.726767802,0.021375524,1.071581197,68,3740,40,"43","0.02290561",23,"2021","2021","03"
"404",404,2021-03-01,"New Territories East",21.58387097,18,0.465973962,0.035844151,1.033333333,26,1430,26,"26","0.037038956",37,"2021","2021","03"
"405",405,2021-03-01,"New Territories West",21.79225806,11.25,0.667974135,0.039292596,1.047478992,34,1870,37,"38","0.041158169",41,"2021","2021","03"
"406",406,2021-04-01,"Hong Kong Island & Kowloon",23.84777778,32.675,1.52797707,0.044940502,1.136032389,68,3740,84,"95","0.051053866",51,"2021","2021","04"
"407",407,2021-04-01,"New Territories East",23.77,25.83333333,1.157391227,0.089030094,1.120486245,26,1430,64,"71","0.099756996",100,"2021","2021","04"
"408",408,2021-04-01,"New Territories West",24.10933333,27.875,0.713623459,0.041977851,1.154964827,34,1870,39,"45","0.048482941",48,"2021","2021","04"
"409",409,2021-05-01,"Hong Kong Island & Kowloon",28.68709677,79.275,3.492517961,0.102721117,1.22570803,68,3740,192,"235","0.125906098",126,"2021","2021","05"
"410",410,2021-05-01,"New Territories East",28.84408602,89.5,1.69399126,0.13030702,1.318537019,26,1430,93,"123","0.17181463",172,"2021","2021","05"
"411",411,2021-05-01,"New Territories West",28.89483871,70.375,1.570014929,0.092353819,1.168142152,34,1870,86,"101","0.107882389",108,"2021","2021","05"
"412",412,2021-06-01,"Hong Kong Island & Kowloon",28.52777778,576.65,4.596058294,0.135178185,1.226465922,68,3740,253,"310","0.165791437",166,"2021","2021","06"
"413",413,2021-06-01,"New Territories East",28.49333333,366.5,2.634180421,0.202629263,1.468577993,26,1430,145,"213","0.297576876",298,"2021","2021","06"
"414",414,2021-06-01,"New Territories West",28.66466667,257.25,2.571960849,0.151291815,1.424518009,34,1870,141,"202","0.215517915",216,"2021","2021","06"
"415",415,2021-07-01,"Hong Kong Island & Kowloon",29.48415771,371.475,2.558,0.075235294,1.136363636,68,3740,141,"160","0.085494652",85,"2021","2021","07"
"416",416,2021-07-01,"New Territories East",29.32580645,375.6666667,1.12,0.086153846,1.261538462,26,1430,62,"78","0.10868639",109,"2021","2021","07"
"417",417,2021-07-01,"New Territories West",29.3184086,219.125,0.917,0.053941176,1.15625,34,1870,50,"58","0.062369485",62,"2021","2021","07"
"418",418,2021-08-01,"Hong Kong Island & Kowloon",28.5655914,341.65,2.845,0.083676471,1.151515152,68,3740,156,"180","0.096354724",96,"2021","2021","08"
"419",419,2021-08-01,"New Territories East",28.44623656,463.3333333,1.258,0.096769231,1.2,26,1430,69,"83","0.116123077",116,"2021","2021","08"
"420",420,2021-08-01,"New Territories West",28.26845622,240.125,1.503,0.088411765,1.0875,34,1870,83,"90","0.096147794",96,"2021","2021","08"
"421",421,2021-09-01,"Hong Kong Island & Kowloon",29.52555556,67.8,1.889,0.055558824,1.121212121,68,3740,104,"116","0.062293227",62,"2021","2021","09"
"422",422,2021-09-01,"New Territories East",29.09444444,125.3333333,0.922,0.070923077,1.123076923,26,1430,51,"57","0.079652071",80,"2021","2021","09"
"423",423,2021-09-01,"New Territories West",29.1,63.25,0.801,0.047117647,1.085714286,34,1870,44,"48","0.051156302",51,"2021","2021","09"
"424",424,2021-10-01,"Hong Kong Island & Kowloon",25.90215054,640.325,0.972,0.028588235,1.055172414,68,3740,53,"56","0.030165517",30,"2021","2021","10"
"425",425,2021-10-01,"New Territories East",25.0688172,576.8333333,0.383,0.029461538,1.2,26,1430,21,"25","0.035353846",35,"2021","2021","10"
"426",426,2021-10-01,"New Territories West",25.27935484,395.875,0.396,0.023294118,1,34,1870,22,"22","0.023294118",23,"2021","2021","10"
"427",427,2021-11-01,"Hong Kong Island & Kowloon",22.08777778,2.825,0.638,0.018764706,1.095454545,68,3740,35,"38","0.020555882",21,"2021","2021","11"
"428",428,2021-11-01,"New Territories East",21.10333333,4.666666667,0.283,0.021769231,1.1,26,1430,16,"17","0.023946154",24,"2021","2021","11"
"429",429,2021-11-01,"New Territories West",21.68,3.75,0.415,0.024411765,1.133333333,34,1870,23,"26","0.027666667",28,"2021","2021","11"
"430",430,2021-12-01,"Hong Kong Island & Kowloon",18.75806452,19.1,0.07,0.002058824,1,68,3740,4,"4","0.002058824",2,"2021","2021","12"
"431",431,2021-12-01,"New Territories East",17.67096774,27.83333333,0,0,1,26,1430,0,"0","0",0,"2021","2021","12"
"432",432,2021-12-01,"New Territories West",18.24193548,33.25,0,0,1,34,1870,0,"0","0",0,"2021","2021","12"
"433",433,2022-01-01,"Hong Kong Island & Kowloon",17.86666667,4.125,0.074,0.002176471,1,68,3740,4,"4","0.002176471",2,"2022","2022","01"
"434",434,2022-01-01,"New Territories East",17.28602151,8.333333333,0.037,0.002846154,1,26,1430,2,"2","0.002846154",3,"2022","2022","01"
"435",435,2022-01-01,"New Territories West",17.84048943,6.25,0.03,0.001764706,1,34,1870,2,"2","0.001764706",2,"2022","2022","01"
"436",436,2022-02-01,"Hong Kong Island & Kowloon",15.27380952,168.775,0.034,0.001,1,68,3740,2,"2","0.001",1,"2022","2022","02"
"437",437,2022-02-01,"New Territories East",14.44047619,183.8333333,0,0,1,26,1430,0,"0","0",0,"2022","2022","02"
"438",438,2022-02-01,"New Territories West",14.90803571,124.5,0.02,0.001176471,1,34,1870,1,"1","0.001176471",1,"2022","2022","02"
"439",439,2022-03-01,"Hong Kong Island & Kowloon",21.40322581,82,0.101,0.002970588,1.166666667,68,3740,6,"6","0.003465686",3,"2022","2022","03"
"440",440,2022-03-01,"New Territories East",21.26989247,119,0.047,0.003615385,1,26,1430,3,"3","0.003615385",4,"2022","2022","03"
"441",441,2022-03-01,"New Territories West",21.37419355,66.125,0.05,0.002941176,1.25,34,1870,3,"3","0.00367647",4,"2022","2022","03"
"442",442,2022-04-01,"Hong Kong Island & Kowloon",23.41333333,4.625,0.717,0.021088235,1.076,68,3740,39,"42","0.022690941",23,"2022","2022","04"
"443",443,2022-04-01,"New Territories East",23.22333333,14.5,0.434,0.033384615,1.146153846,26,1430,24,"27","0.038263905",38,"2022","2022","04"
"444",444,2022-04-01,"New Territories West",24.24756322,3.75,0.318,0.018705882,1.028571429,34,1870,17,"18","0.019240336",19,"2022","2022","04"
"445",445,2022-05-01,"Hong Kong Island & Kowloon",24.85591398,455.05,3.258,0.095823529,1.226470588,68,3740,179,"220","0.11752474",118,"2022","2022","05"
"446",446,2022-05-01,"New Territories East",24.59462366,521.8333333,1.928,0.148307692,1.284615385,26,1430,106,"136","0.190518343",191,"2022","2022","05"
"447",447,2022-05-01,"New Territories West",24.7516129,373.5,1.626,0.095647059,1.211764706,34,1870,89,"108","0.11590173",116,"2022","2022","05"
"448",448,2022-06-01,"Hong Kong Island & Kowloon",28.21111111,351.325,6.618,0.194647059,1.4,68,3740,364,"510","0.272505883",273,"2022","2022","06"
"449",449,2022-06-01,"New Territories East",28.32650794,361.6666667,3.412,0.262461538,1.615384615,26,1430,188,"303","0.423976331",424,"2022","2022","06"
"450",450,2022-06-01,"New Territories West",28.058,242.75,3.389,0.199352941,1.529411765,34,1870,186,"285","0.304892733",305,"2022","2022","06"
"451",451,2022-07-01,"Hong Kong Island & Kowloon",29.81935484,139.825,3.19,0.093823529,1.176470588,68,3740,175,"206","0.110380622",110,"2022","2022","07"
"452",452,2022-07-01,"New Territories East",29.91505376,199.6666667,1.713,0.131769231,1.108692308,26,1430,94,"104","0.146091533",146,"2022","2022","07"
"453",453,2022-07-01,"New Territories West",29.66258065,122,1.299,0.076411765,1.158823529,34,1870,71,"83","0.088547751",89,"2022","2022","07"
"454",454,2022-08-01,"Hong Kong Island & Kowloon",28.62903226,536.275,2.295,0.0675,1.1,68,3740,126,"139","0.07425",74,"2022","2022","08"
"455",455,2022-08-01,"New Territories East",28.48602151,559.6666667,0.96,0.073846154,1.069230769,26,1430,53,"56","0.07895858",79,"2022","2022","08"
"456",456,2022-08-01,"New Territories West",28.24129032,423.75,0.809,0.047588235,1.0875,34,1870,44,"48","0.051752206",52,"2022","2022","08"
